id,label,name
M_AI,Major,人工智能
M_ARCHIVES,Major,档案学
M_BUSINESS,Major,工商管理
M_CHEMISTRY,Major,化学
M_CHINESE_LITERATURE,Major,汉语言文学
M_CS,Major,计算机科学与技术
M_ECONOMICS,Major,经济学
M_ENGLISH,Major,英语
M_FINANCE,Major,金融学
M_HISTORY,Major,历史学
M_HRM,Major,人力资源管理
M_INTERNATIONAL_POLITICS,Major,国际政治
M_JOURNALISM,Major,新闻学
M_LAW,Major,法学
M_MATH,Major,数学与应用数学
M_PHILOSOPHY,Major,哲学
M_PHYSICS,Major,物理学
M_PSYCHOLOGY,Major,应用心理学
M_PUBLIC_ADMIN,Major,行政管理
M_SOCIOLOGY,Major,社会学
M_STATISTICS,Major,统计学
C_11E662DAA2,Course,员工培训与开发
C_1D0786508B,Course,招聘与配置
C_20,Course,20世纪中国美学
C_20_2,Course,20 世纪英国的小说与社会
C_20_4,Course,20世纪西方文论
C_40_50,Course,40-50年代作家研究
C_45360D9B78,Course,工作分析
C_67BBECAD20,Course,档案用户服务
C_69951CC506,Course,文献编纂学
C_A,Course,高等数学A
C_A19D9B1FA0,Course,档案安全管理
C_ACADEMIC_CHINESE_FOR_INTERNATIONAL_RELATIONS,Course,Academic Chinese for International Relations
C_ADVANCED_PROGRAMMING,Course,Advanced Programming
C_AI,Course,人工智能
C_AI_2,Course,AI中的数学
C_AI_3,Course,AI化学实践
C_ALGORITHM_DESIGN,Course,算法导论
C_AMERICAN_POLITICS,Course,American Politics
C_ANCIENT_CHINESE,Course,古代汉语
C_APPLIED_REGRESSION,Course,Applied Regression
C_ARCHIVES_MANAGEMENT,Course,档案管理学
C_ARTIFICIAL_INTELLIGENCE_AND_BIG_DATA_IN_POLITICS,Course,Artificial Intelligence and Big Data in Politics: A Few Provocative Debates
C_A_2,Course,计算概论A上机实习课
C_A_3,Course,计算概论A
C_A_4,Course,线性代数A
C_A_5,Course,物理实验A
C_A_6,Course,微积分A
C_A_7,Course,数据结构与算法A
C_A_8,Course,普通地质实习A
C_B,Course,物理实验B
C_BAYESIAN_INFERENCE,Course,Bayesian Inference
C_BD9D5119DA,Course,员工关系管理
C_BEHAVIOURAL_SCIENCE_AND_GROUP_PROCESSES,Course,Behavioural Science and Group Processes
C_BEHAVIOURAL_SCIENCE_IN_AN_AGE_OF_AI_AND_NEW_TECH,Course,Behavioural Science in an Age of AI and New Technology
C_BIOLOGICAL_PSYCHOLOGY,Course,Biological Psychology
C_BRAIN_AND_BEHAVIOUR,Course,Brain and Behaviour
C_B_2,Course,大学物理B
C_C,Course,高等数学C
C_C1E8F6591E,Course,档案检索
C_CCAD558C3A,Course,档案信息化
C_CHAUCER_AND_HIS_LITERARY_BACKGROUND,Course,Chaucer and his Literary Background
C_CHINA_SINCE_1800_CULTURE_INSTITUTIONS_AND_ECONOM,Course,"China since 1800: Culture, institutions and economic growth"
C_CHINESE_ANCIENT_HISTORY,Course,中国古代史
C_CHINESE_ANCIENT_LITERATURE,Course,中国古代文学史
C_CHINESE_MODERN_HISTORY,Course,中国近代史
C_CLIMATE_CHANGE_POLITICS_AND_POLICY,Course,Climate Change: Politics and Policy
C_CNS,Course,CNS解剖
C_COGNITIVE_PSYCHOLOGY,Course,认知心理学
C_COLONIAL_AND_POSTCOLONIAL_LITERATURES,Course,Colonial and Postcolonial Literatures
C_COMMUNICATION,Course,传播学概论
C_COMPARATIVE_AND_INTERNATIONAL_SOCIAL_POLICY,Course,Comparative and International Social Policy
C_COMPARATIVE_LITERATURE_AND_20TH_CENTURY_POLITICA,Course,Comparative Literature and 20th Century Political History
C_COMPARATIVE_POLITICS,Course,Comparative Politics
C_COMPUTATION_AND_COMPLEXITY,Course,Computation and Complexity
C_COMPUTATION_STRUCTURES,Course,Computation Structures
C_COMPUTER_NETWORKS,Course,计算机网络
C_COMPUTER_SCIENCE_AND_PROGRAMMING_IN_JAVA,Course,Computer Science and Programming in Java
C_COMPUTER_SCIENCE_MATHEMATICS,Course,Computer Science Mathematics
C_COMPUTER_SCIENCE_PROGRAMMING_IN_PYTHON,Course,Computer Science Programming in Python
C_COMPUTING_SYSTEMS,Course,Computing Systems
C_CONFLICT_AND_PEACEBUILDING,Course,Conflict and Peacebuilding
C_CONFLICT_COOPERATION_AND_CHANGE_INTRODUCTION_TO_,Course,"Conflict, Cooperation and Change: Introduction to International Relations"
C_CONSTITUTIONAL_LAW,Course,宪法学
C_CONTEMPORARY_ISSUES_IN_INTERNATIONAL_RELATIONS,Course,Contemporary Issues in International Relations
C_CONTEMPORARY_LITERATURE_AND_GLOBAL_SOCIETY,Course,Contemporary Literature and Global Society
C_CONTRACT_LAW,Course,合同法
C_CORPORATE_FINANCE,Course,公司金融
C_CORPORATE_SOCIAL_RESPONSIBILITY_AND_INTERNATIONA,Course,Corporate Social Responsibility and International Labour Standards
C_CRIMINAL_LAW,Course,刑法
C_CRITICISM_AND_THEORY,Course,Criticism and Theory
C_C_2,Course,C++语言程序设计
C_C_3,Course,计算概论C
C_D,Course,高等数学D
C_DATABASES,Course,数据库
C_DATA_ANALYSIS_FOR_SOCIAL_SCIENTISTS,Course,Data Analysis for Social Scientists
C_DATA_FOR_DATA_SCIENCE,Course,Data for Data Science
C_DATA_IN_SOCIETY_RESEARCHING_SOCIAL_LIFE,Course,Data in Society: Researching Social Life
C_DATA_SCIENCE_FOR_SOCIAL_SCIENTISTS,Course,Data Science for Social Scientists
C_DATA_STRUCTURE,Course,数据结构
C_DEMOCRACY_AND_AUTHORITARIANISM,Course,Democracy and Authoritarianism
C_DEVELOPMENTAL_PSYCHOLOGY,Course,发展心理学
C_DEVELOPMENT_ECONOMICS,Course,Development Economics
C_DIFFERENTIAL_EQUATIONS,Course,常微分方程
C_DISCOURSE_AND_COMMUNICATION,Course,Discourse and Communication
C_E838CD7C73,Course,档案法规
C_ECONOMETRICS,Course,计量经济学
C_ECONOMICS_PRINCIPLES,Course,经济学原理
C_ELECTROMAGNETISM,Course,电磁学
C_ELEMENTARY_STATISTICAL_THEORY,Course,Elementary Statistical Theory
C_EMPLOYMENT_LAW,Course,Employment Law
C_ENGLISH_LITERATURE_AND_SOCIETY,Course,English Literature and Society
C_EPISTEMOLOGY,Course,Epistemology
C_EUROPEAN_LITERATURE_AND_PHILOSOPHY,Course,European Literature and Philosophy
C_EUROPEAN_UNION_LAW,Course,European Union Law
C_EXTREMISM_AND_POPULISM,Course,Extremism and Populism
C_F,Course,f 区元素化学
C_F9B6A5FE41,Course,人力资源数据分析
C_FINANCE,Course,金融学
C_FINANCE_FOR_BSC_IN_FINANCE,Course,Finance for BSc in Finance
C_FIRMS_MANAGEMENT_AND_COMPETITIVE_ADVANTAGE,Course,"Firms, Management and Competitive Advantage"
C_FOUNDATIONS_OF_BEHAVIOURAL_SCIENCE,Course,Foundations of Behavioural Science
C_FOUNDATIONS_OF_SOCIAL_POLICY_RESEARCH,Course,Foundations of Social Policy Research
C_FROM_TEA_TO_OPIUM_CHINA_AND_THE_GLOBAL_MARKET_IN,Course,From Tea to Opium: China and the Global Market in the Long Eighteenth Century
C_FUNDAMENTALS_OF_COMPUTER_SYSTEMS,Course,Fundamentals of Computer Systems
C_FUNDAMENTALS_OF_DATA_SCIENCE,Course,Fundamentals of Data Science
C_GENDER_AND_SOCIETY,Course,Gender and Society
C_GENERAL_PSYCHOLOGY,Course,普通心理学
C_HISTORICAL_AND_GLOBAL_PERSPECTIVES_ON_PHILOSOPHY,Course,Historical and Global Perspectives on Philosophy
C_HISTORICAL_APPROACHES_TO_THE_MODERN_WORLD,Course,Historical Approaches to the Modern World
C_HISTORY_OF_FOREIGN_RELATIONS_OF_THE_PEOPLE_S_REP,Course,"History of Foreign Relations of the People's Republic of China, 1949-2008"
C_HRM,Course,人力资源管理
C_I,Course,人工智能系统实践I
C_II,Course,近现代物理导论II
C_III,Course,数学分析III
C_II_2,Course,高等代数II
C_II_3,Course,数学分析II
C_INFERENCE,Course,Inference
C_INFORMATION_SYSTEMS,Course,Information Systems
C_INORGANIC_CHEMISTRY,Course,无机化学
C_INTELLIGENT_DATA_SYSTEMS,Course,Intelligent Data Systems
C_INTERMEDIATE_STATISTICS_AND_RESEARCH_METHODS_FOR,Course,Intermediate Statistics and Research Methods for Psychological and Behavioural Science
C_INTERNATIONAL_CONFLICT_AND_COOPERATION,Course,International Conflict and Cooperation
C_INTERNATIONAL_POLITICAL_THEORY,Course,International Political Theory
C_INTERNATIONAL_POLITICS_SINCE_1914_PEACE_AND_WAR,Course,International Politics since 1914: Peace and War
C_INTERNATIONAL_RELATIONS,Course,International Relations
C_INTERNATIONAL_SECURITY,Course,国际安全
C_INTRODUCTION_TO_PHILOSOPHY,Course,哲学导论
C_INVESTMENTS,Course,投资学
C_IPE,Course,国际政治经济学
C_IR_THEORY,Course,国际关系理论
C_I_2,Course,近现代物理导论I
C_I_3,Course,数学分析I
C_I_4,Course,几何学I
C_I_5,Course,代数学I
C_I_6,Course,高等代数I
C_JAVA,Course,JAVA程序设计
C_JURISPRUDENCE,Course,法理学
C_KEY_CONCEPTS_ADVANCED_SOCIAL_THEORY,Course,Key Concepts: Advanced Social Theory
C_KEY_CONCEPTS_INTRODUCTION_TO_SOCIAL_THEORY,Course,Key Concepts: Introduction to Social Theory
C_LEADING_ORGANISATIONAL_CHANGE,Course,Leading Organisational Change
C_LINEAR_ALGEBRA,Course,线性代数
C_LINEAR_ALGEBRA_2,Course,高等代数
C_LINGUISTICS,Course,语言学概论
C_LITERATURE_AND_ASPECTS_OF_ETHICS,Course,Literature and Aspects of Ethics
C_LOGIC,Course,逻辑学
C_MACHINE_LEARNING,Course,机器学习
C_MACROECONOMICS,Course,宏观经济学
C_MACROECONOMIC_THEORY_AND_POLICY,Course,Macroeconomic Theory and Policy
C_MANDARIN_IN_THE_GLOBAL_WORKPLACE,Course,Mandarin in the Global Workplace
C_MANDARIN_LANGUAGE_AND_SOCIETY_2,Course,Mandarin Language and Society 2
C_MANDARIN_LANGUAGE_AND_SOCIETY_4,Course,Mandarin Language and Society 4
C_MANDARIN_LANGUAGE_AND_SOCIETY_LEVEL_1,Course,Mandarin Language and Society Level 1
C_MARKETING,Course,市场营销
C_MATHEMATICAL_ANALYSIS,Course,数学分析
C_MATHEMATICAL_PROOF_AND_ANALYSIS,Course,Mathematical Proof and Analysis
C_MATHEMATICAL_STATISTICS,Course,数理统计
C_MEASURE_THEORETIC_PROBABILITY,Course,Measure Theoretic Probability
C_MEDIA_COMMUNICATION_AND_POWER,Course,"Media, Communication and Power"
C_MEDIA_LAW,Course,Media Law
C_MEDIEVAL_LITERATURE,Course,Medieval Literature
C_MEMORY_AND_DECISION,Course,Memory and Decision
C_MICROECONOMICS,Course,微观经济学
C_MODERNITY_AND_THE_STATE_IN_EAST_ASIA_CHINA_JAPAN,Course,"Modernity and the State in East Asia: China, Japan and Korea since 1840"
C_MODERN_CHINESE,Course,现代汉语
C_NARRATIVE_TEXTS_INTELLECTUAL_AND_CULTURAL_SOURCE,Course,Narrative Texts Intellectual and Cultural Sources
C_NLP,Course,自然语言处理
C_OPERATING_SYSTEMS,Course,操作系统
C_OPERATIONS_MANAGEMENT,Course,运营管理
C_OPTIMIZATION,Course,最优化理论
C_OPTIMIZATION_METHODS,Course,Optimization Methods
C_ORGANIC_CHEMISTRY,Course,有机化学
C_ORGANISATIONAL_PSYCHOLOGY,Course,Organisational Psychology
C_ORGANIZATIONAL_BEHAVIOR,Course,组织行为学
C_PERFORMANCE_AND_COMPENSATION_MANAGEMENT,Course,Performance and Compensation Management
C_PHILOSOPHY_MORALS_AND_POLITICS,Course,"Philosophy, Morals and Politics"
C_PHILOSOPHY_OF_ECONOMICS,Course,Philosophy of Economics
C_PHILOSOPHY_OF_SCIENCE,Course,Philosophy of Science
C_PHYSICAL_CHEMISTRY,Course,物理化学
C_POLITICS_OF_SOCIAL_POLICY_MAKING,Course,Politics of Social Policy Making
C_POVERTY_INEQUALITY_AND_SOCIAL_POLICY,Course,"Poverty, Inequality, and Social Policy"
C_POWER_INEQUALITY_AND_DIFFERENCE_CONTEMPORARY_THE,Course,"Power, Inequality, and Difference: Contemporary Themes in Sociology"
C_PROBABILITY,Course,概率论
C_PROBABILITY_DISTRIBUTION_THEORY_AND_INFERENCE,Course,"Probability, Distribution Theory and Inference"
C_PROGRAMMING,Course,程序设计
C_PROGRAMMING_LANGUAGE_CONCEPTS,Course,Programming Language Concepts
C_PSYCHOLOGICAL_STATISTICS,Course,心理统计
C_PUBLIC_LAW,Course,公法
C_PUBLIC_POLICY,Course,公共政策
C_PYTHON,Course,数据科学的Python基础
C_PYTHON_2,Course,Python程序设计与数据科学导论
C_QUANTITATIVE_DATA_ANALYSIS,Course,Quantitative Data Analysis
C_QUANTITATIVE_METHODS_FOR_FINANCE,Course,Quantitative Methods for Finance
C_QUANTITATIVE_TEXT_ANALYSIS,Course,Quantitative Text Analysis
C_QUANTUM_MECHANICS,Course,量子力学
C_R,Course,R语言与数据可视化
C_R2_0498A89A7A,Course,心理学与生活
C_R2_04F3D38353,Course,概率论——不确定性的科学
C_R2_054F5E7756,Course,质量管理
C_R2_063CA4123E,Course,庄子哲学导读
C_R2_078A293216,Course,国际学术交流英语
C_R2_0A81DB3DA4,Course,大学物理——力学与热学
C_R2_0BA984AF61,Course,唐史四讲
C_R2_0DB9E2BA3C,Course,广告创意学
C_R2_0F65B0DEEA,Course,流体机械基础
C_R2_11BAFA048E,Course,积极心理学自强不息篇
C_R2_1276D56A44,Course,技术创新管理
C_R2_137A5B5851,Course,走近中华优秀传统文化
C_R2_13B22D8F85,Course,网络综合布线
C_R2_13BE1AED2D,Course,微积分——多元函数与重积分
C_R2_153EE61545,Course,工程伦理
C_R2_16DFBDB3FF,Course,金融工程
C_R2_18449A7938,Course,亚历山大大帝伟大吗?
C_R2_18590D9E42,Course,金融科技与量化分析——实战篇
C_R2_18F8EE7DC1,Course,中华戏曲艺术鉴赏
C_R2_1C874913F5,Course,管理学原理
C_R2_1DF172C967,Course,校园心理学:让每一个学生顺利成长
C_R2_1E2BF17E81,Course,管理会计学
C_R2_1E317EE05E,Course,企业战略管理
C_R2_214E8B41F4,Course,解读西夏
C_R2_2773EE0818,Course,学在南哲:哲学与哲人
C_R2_2AA5F6C1F9,Course,本科生英文论文写作
C_R2_2C6B1E8D8D,Course,思想道德修养与法律基础
C_R2_2D6B1E85CA,Course,大学物理——电磁学
C_R2_2D74AE614E,Course,创新创业基础
C_R2_2F6FB9B6F3,Course,中国哲学新视野
C_R2_2F90CDF4DB,Course,大唐兴衰
C_R2_2FAFB40432,Course,微观化学世界
C_R2_3101E441F8,Course,生死学
C_R2_31499BE403,Course,微积分-2
C_R2_31B09BAA83,Course,揭开潜意识心理的奥秘
C_R2_3243B25FF8,Course,融合新闻学
C_R2_3402D3F246,Course,世界文明史
C_R2_35D23E73ED,Course,新媒体编创
C_R2_3794C50426,Course,逻辑学概论
C_R2_389A558AAB,Course,中国古代礼义文明——礼制
C_R2_38FB2755CE,Course,金融活动之初体验
C_R2_39FA3C3532,Course,宏观经济体制与核算
C_R2_3C0905548B,Course,数据库系统:管理与技术
C_R2_3D53389EC4,Course,智圆行方的世界: 中国传统文化概论
C_R2_3DS_MAX,Course,极速悟透3ds Max
C_R2_3E1B19B06A,Course,创办新企业
C_R2_417586599C,Course,学术英语综合教程
C_R2_41B5662A63,Course,数据挖掘:理论与算法
C_R2_44A69EE965,Course,产品开发设计
C_R2_46B8099287,Course,携手向花间——昆曲经典剧目欣赏
C_R2_4834C1BCE1,Course,中国哲学经典著作导读
C_R2_48404165CB,Course,《红楼梦》的空间艺术
C_R2_4A56204309,Course,国民经济运行与统计
C_R2_4C7DDAD156,Course,动态几何
C_R2_4D99A88968,Course,以案说法
C_R2_4DC6C98A4B,Course,积极心理学厚德载物篇
C_R2_4F1AB890C4,Course,初级汉语口语
C_R2_50145B49B4,Course,物理与人类未来
C_R2_502647D28F,Course,马克思主义基本原理概论
C_R2_50BBC65072,Course,华文教育技术与实践
C_R2_51595FB415,Course,万物互联
C_R2_5AD3626A2A,Course,《纯粹理性批判》导论
C_R2_5CA8A0A66B,Course,传播学原理
C_R2_5E7BD5B42C,Course,国际金融学
C_R2_5EF3A80FB8,Course,华文教学的理念与方法
C_R2_5F0A927319,Course,大学化学
C_R2_607B330C05,Course,法律人看婚姻家事
C_R2_6391E9B2FE,Course,交互设计
C_R2_66CC619F7A,Course,华文趣味教学法
C_R2_681C9DBD52,Course,股权融资相关法律知识
C_R2_686D4CE093,Course,金融科技与量化分析
C_R2_68EAD49C1D,Course,高级英语写作
C_R2_68F5A3BDB9,Course,汉语文字词汇
C_R2_699DBAE5F2,Course,知识产权法律及实务
C_R2_69AFAEAF73,Course,华为成功之道:人力资源管理的最佳实践
C_R2_6B4E5C6A14,Course,大学生心理健康教育
C_R2_6D367765EF,Course,介质辐射传热
C_R2_6DDCC2909D,Course,中国古代建筑艺术
C_R2_70118DCA74,Course,英美音乐与文化
C_R2_71DFBC036F,Course,教育政策与法律
C_R2_7505A3E43E,Course,西方思想经典与现代社会
C_R2_77AFC7D254,Course,现代管理学
C_R2_77C6ECF804,Course,中国少数民族神话赏析
C_R2_79B4ABF161,Course,大学国文——北宋至现代文学赏析
C_R2_79D847C46D,Course,汇编语言程序设计
C_R2_7CFC38AE8C,Course,中国大国崛起的经济、历史、国际研究分析
C_R2_7EEC8EADB7,Course,中国共产党与中华民族伟大复兴
C_R2_830159939A,Course,消费者行为分析
C_R2_8A1CCC309C,Course,高等数学习题课
C_R2_8B0221B769,Course,决胜移动互联网:创业者的商业模式课
C_R2_8B2D89E194,Course,微积分
C_R2_8C8022A232,Course,“案”说生活法律
C_R2_94F6748D00,Course,民法与生活
C_R2_954F0A12C3,Course,简明有机化学
C_R2_980E2D8463,Course,儒释道哲学的人生智慧
C_R2_988D6D4BBB,Course,新闻学基础:历史与理论
C_R2_9926FBF47F,Course,党的十九大精神概论
C_R2_9A573F1490,Course,创业者心理学:积极心态的力量
C_R2_A32C801CCB,Course,广播电视新闻采访与写作
C_R2_A4A5F4584D,Course,昆虫.意象.哲学
C_R2_A567474CCB,Course,公司金融学
C_R2_A69FDB5F51,Course,世界跨文化交流
C_R2_A73106BAE7,Course,习近平新时代中国特色社会主义思想
C_R2_A7D2906726,Course,多元微积分
C_R2_AAC043FE7E,Course,手把手教你心理咨询:谈话的艺术
C_R2_AC55C65234,Course,大学物理——振动、波动与光学
C_R2_ACCA_F2,Course,ACCA F2 管理会计
C_R2_ADVANCED_6_A_INTERNSHIP,Course,Advanced 6-A Internship
C_R2_ADVANCED_COMPUTER_SYSTEMS,Course,Advanced Computer Systems
C_R2_ADVANCED_INFORMATION_ASSURANCE,Course,Advanced Information Assurance
C_R2_AE77BAB65E,Course,巴蜀文化
C_R2_AI,Course,青年AI自强计划-计算机视觉课程
C_R2_ALGORITHM_DESIGN_AND_ANALYSIS,Course,Algorithm Design and Analysis
C_R2_ARTIFICIAL_INTELLIGENCE,Course,Artificial Intelligence
C_R2_B0CC05F878,Course,互联网金融
C_R2_B253B96456,Course,刑事审判心理学
C_R2_B5440317AB,Course,游戏心理学
C_R2_B622B6BA94,Course,中国古代礼义文明——礼学经典
C_R2_B6885BF46B,Course,社会研究方法
C_R2_B7278732BB,Course,日语与日本文化
C_R2_BC47020BF7,Course,数据新闻与可视化
C_R2_BC9F8B4EEF,Course,美国政治概论
C_R2_BDD9B93390,Course,日语交际功能语法
C_R2_C5C9B9B665,Course,虚拟现实技术及应用
C_R2_C761F51733,Course,经济地理与企业兴衰
C_R2_C7ABD5FBC4,Course,藏语言文字学概论
C_R2_CAA56DC6CF,Course,中国电影经典影片鉴赏
C_R2_CB4B521172,Course,《资治通鉴》导读
C_R2_CB843CC9F6,Course,微积分-1
C_R2_CCABDC7157,Course,百年旅顺
C_R2_CD5323433E,Course,审美的历程
C_R2_COMPLEXITY_IN_COMPUTER_ALGEBRA,Course,Complexity in Computer Algebra
C_R2_COMPLEXITY_THEORY,Course,Complexity Theory
C_R2_COMPUTABLE_GENERAL_EQUILIBRIUM_MODELING,Course,Computable General Equilibrium Modeling
C_R2_COMPUTER_GAME_PROGRAMMING,Course,Computer Game Programming
C_R2_COMPUTER_GRAPHICS,Course,Computer Graphics
C_R2_COMPUTER_ORGANIZATION,Course,Computer Organization
C_R2_COMPUTER_SECURITY,Course,Computer Security
C_R2_COMPUTER_SYSTEM_ENGINEERING,Course,Computer System Engineering
C_R2_COST_BENEFIT_ANALYSIS,Course,Cost-Benefit Analysis
C_R2_D1F15313C3,Course,婚礼文化
C_R2_D54A8EFB9F,Course,微积分——极限理论与一元函数
C_R2_D5A8E7E3CD,Course,学术之道
C_R2_D62B1E7D59,Course,数学建模
C_R2_D6542B50D8,Course,智能设备应用开发
C_R2_D8976EEE6A,Course,组合数学
C_R2_D93CACF125,Course,货币金融学
C_R2_DATABASE_SYSTEM_IMPLEMENTATION,Course,Database System Implementation
C_R2_DATA_STRUCTURES_AND_ALGORITHMS,Course,Data Structures and Algorithms
C_R2_DD8A20FD97,Course,建设项目管理
C_R2_DECA773E7C,Course,创新创业心理学
C_R2_DFD2973252,Course,科举与唐诗
C_R2_DISTRIBUTED_COMPUTING,Course,Distributed Computing
C_R2_DISTRIBUTED_DATABASE_SYSTEMS,Course,Distributed Database Systems
C_R2_E18E1C78C1,Course,创新的积极心理学
C_R2_E22E77F6BD,Course,学做小程序——基础篇
C_R2_E4F9CB99E4,Course,英语畅谈中国
C_R2_E5ADB8FDC6,Course,冬奥英语
C_R2_EA9855F64F,Course,大学物理——近代物理
C_R2_EB6D95A9AF,Course,儒家修身之道
C_R2_ECONOMIC_GROWTH,Course,Economic Growth
C_R2_ELECTRICITY_MAGNETISM,Course,Electricity & Magnetism
C_R2_F380682F14,Course,西方哲学精神探源
C_R2_F564B5CDB7,Course,内部控制与风险管理
C_R2_F6CFDB79EA,Course,营商的法律智慧:商法
C_R2_F86CCC9EEF,Course,教育社会学
C_R2_F99497C54E,Course,《论语》人生课堂
C_R2_FA336F679E,Course,金融科技与量化分析——进阶篇
C_R2_FEAC2A68F6,Course,技术经济学
C_R2_FINANCE_AND_THE_MACROECONOMY,Course,Finance and the Macroeconomy
C_R2_FINANCIAL_ECONOMETRICS_TIME_SERIES_ANALYSIS,Course,Financial Econometrics [Time-Series Analysis]
C_R2_FINANCIAL_ECONOMICS,Course,Financial Economics
C_R2_FORECASTING_IN_ORGANIZATIONS,Course,Forecasting in Organizations
C_R2_GRADUATE_6_A_INTERNSHIP,Course,Graduate 6-A Internship
C_R2_HELLO,Course,"Hello,心理学"
C_R2_I,Course,西方哲学I:古代部分
C_R2_II,Course,西方哲学II:近代部分
C_R2_INFORMATION_SECURITY,Course,Information Security
C_R2_INTERMEDIATE_PROGRAMMING,Course,Intermediate Programming
C_R2_INTERNATIONAL_FINANCE,Course,International Finance
C_R2_INTRODUCTION_TO_ALGORITHMS,Course,Introduction to Algorithms
C_R2_LINKED_DATA_VENTURES,Course,Linked Data Ventures
C_R2_LINUX,Course,Linux系统管理
C_R2_MACHINE_LEARNING,Course,Machine Learning
C_R2_MACHINE_LEARNING_IN_STATISTICS,Course,Machine Learning in Statistics
C_R2_MACHINE_VISION,Course,Machine Vision
C_R2_MACROECONOMETRICS_TIME_SERIES_ANALYSIS,Course,Macroeconometrics [Time-Series Analysis]
C_R2_MACROECONOMIC_FORECASTING_TIME_SERIES_ANALYSIS,Course,Macroeconomic Forecasting [Time Series Analysis]
C_R2_MACROECONOMIC_THEORY,Course,Macroeconomic Theory
C_R2_MICROECONOMIC_THEORY,Course,Microeconomic Theory
C_R2_MODELS_OF_COGNITIVE_PROCESSES,Course,Models of Cognitive Processes
C_R2_MONETARY_ECONOMICS,Course,Monetary Economics
C_R2_MULTIMEDIA_DATABASE_SYSTEMS,Course,Multimedia Database Systems
C_R2_NETWORK_SECURITY,Course,Network Security
C_R2_OPERATING_SYSTEMS,Course,Operating Systems
C_R2_PROGRAMMING_STUDIO,Course,Programming Studio
C_R2_R,Course,基于R语言的社会统计分析
C_R2_REAL_TIME_SYSTEMS,Course,Real-Time Systems
C_R2_SIGNALS_AND_SYSTEMS,Course,Signals and Systems
C_R2_SOFTWARE_ENGINEERING_I,Course,Software Engineering I
C_R2_SOFTWARE_ENGINEERING_II_ACP,Course,"Software Engineering II, ACP"
C_R2_SURVEY_RESEARCH_METHODS,Course,Survey Research Methods
C_R2_SYSTEM_PROGRAMMING,Course,System Programming
C_R2_TOPICS_IN_MACROECONOMICS_AND_FINANCE,Course,Topics in Macroeconomics and Finance
C_R2_VC_WINDOWS,Course,VC++面向对象与可视化程序设计:Windows编程基础
C_REGRESSION_AND_GENERALISED_LINEAR_MODELS,Course,Regression and Generalised Linear Models
C_REGULATION_OF_SOCIAL_MEDIA_AND_ONLINE_PLATFORMS,Course,Regulation of Social Media and Online Platforms
C_RESEARCHING_LONDON_ADVANCED_SOCIAL_RESEARCH_METH,Course,Researching London: Advanced Social Research Methods
C_RESEARCH_METHODS_FOR_SOCIAL_POLICY,Course,Research Methods for Social Policy
C_RISK_MANAGEMENT,Course,风险管理
C_RUST,Course,Rust程序设计
C_SCIENCE_OF_PEOPLE_IN_WORKPLACES,Course,Science of People in Workplaces
C_SECURITY,Course,Security
C_SHAKESPEARE,Course,Shakespeare
C_SOCIAL_PSYCHOLOGY,Course,社会心理学
C_SOCIETY_AND_LANGUAGE_LINGUISTICS_FOR_SOCIAL_SCIE,Course,Society and Language: Linguistics for Social Scientists
C_SOCIOLOGY,Course,社会学概论
C_STATISTICAL_METHODS,Course,Statistical Methods
C_STATISTICAL_MODELS_AND_DATA_ANALYSIS,Course,Statistical Models and Data Analysis
C_STATISTICS,Course,统计学
C_STRATEGIC_MANAGEMENT,Course,战略管理
C_TALENT_ASSESSMENT_AND_CAREER_DEVELOPMENT,Course,Talent Assessment and Career Development
C_THEORIES_AND_EVIDENCE_IN_ECONOMIC_HISTORY,Course,Theories and Evidence in Economic History
C_THEORIES_OF_LAW,Course,Theories of Law
C_THE_BIG_QUESTIONS_AN_INTRODUCTION_TO_PHILOSOPHY,Course,The Big Questions: An Introduction to Philosophy
C_THE_COURSE_HOW_CAN_WE_CONTROL_AI,Course,The Course: How can we control AI?
C_THE_ETHICS_OF_DATA_AND_AI,Course,The Ethics of Data and AI
C_THE_INTERNATIONALISATION_OF_ECONOMIC_GROWTH_1870,Course,"The Internationalisation of Economic Growth, 1870 to the present day"
C_TIME_SERIES_AND_FORECASTING,Course,Time Series and Forecasting
C_TORT_LAW,Course,侵权法
C_URBAN_SOCIETY,Course,Urban Society
C_VLSI,Course,VLSI设计导论
C_WHAT_IS_HISTORY_METHODS_AND_DEBATES,Course,What is History? Methods and Debates
C_WORK_INEQUALITY_AND_SOCIETY,Course,"Work, Inequality and Society"
C_X,Course,多晶X射线衍射
C_X_0028B98167,Course,中级物理化学
C_X_00B725251B,Course,保险经济学导论
C_X_00CFD9A2E8,Course,中国法律思想史
C_X_0104197227,Course,计算机组成原理
C_X_0159FC9D18,Course,国际传播学
C_X_016F8F9816,Course,西方社会思想史
C_X_01ED761FEC,Course,国际安全研究
C_X_025B97770A,Course,价值投资
C_X_028771F073,Course,数据库概论
C_X_0299A4D9F6,Course,投资基金概论
C_X_03661ECE53,Course,传播伦理学
C_X_03B1480EC2,Course,中国与国际法
C_X_03B289AAA6,Course,模式识别
C_X_03F3D17A06,Course,并行算法设计基础
C_X_0404158436,Course,音乐概论
C_X_0472AB6184,Course,风险管理学
C_X_04751E7DD6,Course,中美关系史
C_X_047EF7D842,Course,艺术与法律
C_X_0483461AF7,Course,中国社会福利
C_X_049F863054,Course,社会实践
C_X_050245CDFE,Course,中国政府与政治
