start_id,type,end_id
C_INTERNATIONAL_RELATIONS,BELONGS_TO_MODULE,M_国际政治_ir-theory
C_INTERNATIONAL_SECURITY,BELONGS_TO_MODULE,M_国际政治_security
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_历史学_seminars
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_哲学_intro
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_国际政治_regions
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_汉语言文学_literary-theory
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_社会学_topics
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_英语_area-studies
C_INTRODUCTION_TO_PHILOSOPHY,BELONGS_TO_MODULE,M_行政管理_local-governance
C_INVESTMENTS,BELONGS_TO_MODULE,M_经济学_applied
C_INVESTMENTS,BELONGS_TO_MODULE,M_金融学_investments
C_IPE,BELONGS_TO_MODULE,M_国际政治_international-economy
C_IPE,BELONGS_TO_MODULE,M_新闻学_media-studies
C_IR_THEORY,BELONGS_TO_MODULE,M_国际政治_ir-theory
C_I_2,BELONGS_TO_MODULE,M_人工智能_dl
C_I_3,BELONGS_TO_MODULE,M_数学与应用数学_analysis
C_I_3,BELONGS_TO_MODULE,M_统计学_math
C_I_4,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_I_4,BELONGS_TO_MODULE,M_统计学_applied-statistics
C_I_5,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_I_5,BELONGS_TO_MODULE,M_统计学_applied-statistics
C_I_6,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_I_6,BELONGS_TO_MODULE,M_统计学_applied-statistics
C_JAVA,BELONGS_TO_MODULE,M_计算机科学与技术_programming
C_JURISPRUDENCE,BELONGS_TO_MODULE,M_国际政治_regions
C_JURISPRUDENCE,BELONGS_TO_MODULE,M_法学_foundation
C_JURISPRUDENCE,BELONGS_TO_MODULE,M_行政管理_local-governance
C_KEY_CONCEPTS_ADVANCED_SOCIAL_THEORY,BELONGS_TO_MODULE,M_社会学_topics
C_KEY_CONCEPTS_INTRODUCTION_TO_SOCIAL_THEORY,BELONGS_TO_MODULE,M_社会学_topics
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_化学_math-physics
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_工商管理_foundation
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_应用心理学_foundation
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_物理学_math
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_经济学_math
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_计算机科学与技术_math
C_LINEAR_ALGEBRA,BELONGS_TO_MODULE,M_金融学_math
C_LINEAR_ALGEBRA_2,BELONGS_TO_MODULE,M_化学_advanced-chemistry
C_LINEAR_ALGEBRA_2,BELONGS_TO_MODULE,M_数学与应用数学_algebra-geometry
C_LINEAR_ALGEBRA_2,BELONGS_TO_MODULE,M_统计学_applied-statistics
C_LINEAR_ALGEBRA_2,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_LINGUISTICS,BELONGS_TO_MODULE,M_汉语言文学_language-basics
C_LOGIC,BELONGS_TO_MODULE,M_哲学_logic
C_MACHINE_LEARNING,BELONGS_TO_MODULE,M_人工智能_ml
C_MACHINE_LEARNING,BELONGS_TO_MODULE,M_数学与应用数学_topics
C_MACHINE_LEARNING,BELONGS_TO_MODULE,M_统计学_statistical-computing
C_MACHINE_LEARNING,BELONGS_TO_MODULE,M_计算机科学与技术_ai-frontier
C_MACHINE_LEARNING,BELONGS_TO_MODULE,M_金融学_markets
